store, upc_plu, unit_size, description, sale_time, sale_time_zone, price_type, price_priority, price_multiple, unit_multiple, unit_price, units_sold, total_sale
SP2,80000000001043,1LB,Brussels sprouts,1770768000000,US/Eastern,REG,1,0.00,0.0,3.99,1.9800,7.9002
SP2,80000000001044,1CT,fresh Cilantro,1770768000000,US/Eastern,REG,1,2.97,3.0,0.99,3.00,2.97
SP2,80000000001045,1CT,Fresh Parsley,1770768000000,US/Eastern,REG,1,0.99,1.0,0.99,1.00,0.99
SP2,80000000001046,1CT,fresh basil,1770768000000,US/Eastern,REG,1,4.98,2.0,2.49,2.00,4.98
SP2,80000000001047,1LB,Radishes,1770768000000,US/Eastern,REG,1,0.00,0.0,1.29,1.2300,1.5867
SP2,80000000001048,1CT,Celery,1770768000000,US/Eastern,REG,1,3.98,2.0,1.99,2.00,3.98
SP2,80000000001049,EACH,English cucumber,1770768000000,US/Eastern,REG,1,7.16,4.0,1.79,4.00,7.16
SP2,80000000001050,1LB,Slicing tomatoes,1770768000000,US/Eastern,REG,1,0.00,0.0,1.99,9.8900,19.6811
SP2,80000000001051,1LB,peaches,1770768000000,US/Eastern,REG,1,0.00,0.0,2.99,3.1200,9.3288
SP2,80000000001052,1LB,nectarines,1770768000000,US/Eastern,REG,1,0.00,0.0,2.99,2.6700,7.9833
SP2,80000000001053,1LB,Plums,1770768000000,US/Eastern,REG,1,0.00,0.0,2.49,2.3400,5.8266
SP2,80000000001054,6OZ,blackberries,1770768000000,US/Eastern,REG,1,4.99,1.0,4.99,1.00,4.99
SP2,80000000001055,6OZ,Raspberries,1770768000000,US/Eastern,REG,1,9.98,2.0,4.99,2.00,9.98
SP2,80000000001056,10OZ,Mixed greens Salad,1770768000000,US/Eastern,REG,1,7.98,2.0,3.99,2.00,7.98
SP2,80000000001057,5OZ,Arugula,1770768000000,US/Eastern,TPR,3,6.98,2.0,3.49,2.00,6.98
SP2,80000000001058,1LB,Bok choy,1770768000000,US/Eastern,REG,1,0.00,0.0,2.99,2.8900,8.6411
