store, upc_plu, unit_size, description, sale_time, sale_time_zone, price_type, price_priority, price_multiple, unit_multiple, unit_price, units_sold, total_sale
SP1,80000000001042,1LB,ASPARAGUS,1770768000000,US/Eastern,REG,1,0.00,0.0,4.99,2.3400,11.6766
SP1,80000000001043,1LB,BRUSSELS SPROUTS,1770768000000,US/Eastern,REG,1,0.00,0.0,3.99,1.6700,6.6633
SP1,80000000001044,1CT,FRESH CILANTRO,1770768000000,US/Eastern,REG,1,2.97,3.0,0.99,3.00,2.97
SP1,80000000001045,1CT,FRESH PARSLEY,1770768000000,US/Eastern,REG,1,1.98,2.0,0.99,2.00,1.98
SP1,80000000001046,1CT,FRESH BASIL,1770768000000,US/Eastern,REG,1,4.98,2.0,2.49,2.00,4.98
SP1,80000000001048,1CT,CELERY,1770768000000,US/Eastern,REG,1,5.97,3.0,1.99,3.00,5.97
SP1,80000000001049,EACH,ENGLISH CUCUMBER,1770768000000,US/Eastern,REG,1,8.95,5.0,1.79,5.00,8.95
SP1,80000000001050,1LB,SLICING TOMATOES,1770768000000,US/Eastern,REG,1,0.00,0.0,1.99,8.9000,17.7110
SP1,80000000001051,1LB,PEACHES,1770768000000,US/Eastern,REG,1,0.00,0.0,2.99,2.8900,8.6411
SP1,80000000001052,1LB,NECTARINES,1770768000000,US/Eastern,REG,1,0.00,0.0,2.99,2.1200,6.3388
SP1,80000000001053,1LB,PLUMS,1770768000000,US/Eastern,REG,1,0.00,0.0,2.49,1.8900,4.7061
SP1,80000000001054,6OZ,BLACKBERRIES,1770768000000,US/Eastern,REG,1,9.98,2.0,4.99,2.00,9.98
SP1,80000000001055,6OZ,RASPBERRIES,1770768000000,US/Eastern,REG,1,4.99,1.0,4.99,1.00,4.99
SP1,80000000001056,10OZ,MIXED GREENS SALAD,1770768000000,US/Eastern,REG,1,7.98,2.0,3.99,2.00,7.98
SP1,80000000001057,5OZ,ARUGULA,1770768000000,US/Eastern,TPR,3,3.49,1.0,3.49,1.00,3.49
SP1,80000000001058,1LB,BOK CHOY,1770768000000,US/Eastern,REG,1,0.00,0.0,,2.3400,6.9966
